hole_id,Sample_id,depth_from,depth_to,fe,sio2,al2o3,loi,p,,loi,,bin
B55,,61.3,64.65,63.8,2.3,0.98,5,0.08,,,,
B55,,64.65,67.7,64.4,2.86,0.96,3.65,0,,,,
B55,,67.7,69.85,64,2.34,1.46,4.1,0.08,,,,
B55,,69.85,70.15,46.4,24.8,3.33,4.7,0,,,,
B56,,0,3.05,49.4,6.2,13.16,9,0.08,,,,
B56,,3.05,5.45,48.8,6.7,12.37,10.15,0,,,,
B56,,5.45,6.1,60.2,1.6,6.12,5.2,0.08,,,,
B56,,6.1,7.65,52.3,2,14.2,8,0,,,,
B56,,7.65,8.55,58.7,1.84,6.64,6.58,0.08,,,,
B56,,8.55,11.9,63.1,2.74,3.28,2.96,0,,,,
B56,,11.9,14.65,47.2,13.5,12.88,4.99,0.09,,,,
B56,,14.65,16.8,63,2.48,2.75,4.18,0,,,,
B56,,16.8,19.85,60.3,7.16,2.94,3.16,0.08,,,,
B56,,19.85,21.35,59.9,6.86,2.74,4.04,0,,,,
B56,,21.35,21.55,40.6,36.2,3.74,1,0,,,,
B57,,0,2.45,56.3,2.4,8.12,8,0.08,,,,
B57,,2.45,4.85,54.6,1.44,10.56,8.95,0.09,,,,
B57,,4.85,7.6,62.2,1.68,6.18,5.25,0,,,,
B57,,7.6,10.65,65.2,0.4,2.76,3,0.07,,,,
B57,,10.65,13.7,65.5,0.3,2.63,2.8,0,,,,
B57,,13.7,16.75,67.6,0.5,0.91,1.42,0,,,,
B57,,16.75,19.2,66.1,0.56,1.02,3.4,0.09,,,,
B57,,19.2,21.35,66.3,0.6,0.6,3.5,0,,,,
B57,,21.35,22.85,64.7,0.4,1.78,4.7,0.07,,,,
B57,,22.85,25.9,65.6,0.46,1.3,3.9,0,,,,
B57,,25.9,28.95,64.5,1.2,1.54,4.5,0,,,,
B57,,28.95,30.5,65.51,0.84,1.32,3.61,0.08,,,,
B57,,30.5,32.6,63.1,0.85,2.3,6.6,0,,,,
B57,,32.6,38.99,58.8,1.3,5.4,9.1,0,,,,
B57,,38.99,39.6,63.5,0.84,1,7.2,0,,,,
B57,,39.6,43.6,63.05,0.66,0.9,8.2,0,,,,
B57,,43.6,45.75,62,0.84,1.5,9,0,,,,
B57,,45.75,53.4,56.84,4.57,5.56,8.5,0,,,,
B57,,53.4,54.9,61.74,4.7,3.22,3.7,0,,,,
B57,,54.9,57.95,59.36,5.24,4.85,5.04,0,,,,
B57,,57.95,61,63.81,3.5,2.24,2.94,0,,,,
B57,,61,63.45,62.25,4,2.54,4.36,0,,,,
B57,,63.45,66.5,62.38,5,1.37,4.4,0,,,,
B57,,66.5,68.63,64.13,3.4,1.7,3.22,0,,,,
B57,,68.63,69.85,63.2,2.54,2.5,4.58,0,,,,
B57,,69.85,70.46,63.7,2.1,2,5,0,,,,
B57,,70.46,71.68,65.4,2.54,1.72,2.12,0,,,,
B57,,71.68,74.73,65.25,3.14,1.6,1.92,0,,,,
B57,,74.73,77.17,64.4,3.69,2,2.25,0,,,,
B57,,77.17,79.6,65.3,3.13,1.65,1.8,0,,,,
B57,,79.6,82.35,63,5.75,1.5,2.53,0,,,,
B57,,82.35,85.4,60.4,3.91,1.82,2.8,0,,,,
B57,,85.4,87.85,50.4,23.42,1.6,2.89,0,,,,
B57,,87.85,89.4,52.5,21.4,1.5,2.03,0,,,,
B57,,89.4,90,42.16,35.1,1.7,2.84,0,,,,
B58,,0,0.6,55.6,3.9,6.3,9.4,0,,,,
B58,,0.6,3.05,55.2,2.9,8.15,9.1,0.06,,,,
B58,,3.05,5.47,58.7,2,5,8.5,0,,,,
B58,,5.47,9.15,59.5,0.6,5.1,8.7,0.07,,,,
B58,,9.15,12.2,56.6,1.5,6.06,10.7,0.08,,,,
B58,,12.2,14.35,64.04,1.42,2.57,3.76,0,,,,
B58,,14.35,16.5,61.1,1.54,5.79,4.45,0,,,,
B58,,16.5,17.4,64.3,0.5,2.69,4.25,0.08,,,,
B58,,17.4,19.2,64.2,0.5,4.05,3.1,0,,,,
B58,,19.2,21.35,64.6,0.4,3.08,3.6,0.08,,,,
B58,,21.35,24.4,64.3,1.42,1.38,4.65,0.08,,,,
B58,,24.4,26.5,65.4,1.32,1.02,3.65,0,,,,
B58,,26.5,28.05,65.2,1.9,0.74,3.75,0,,,,
B58,,28.05,30.5,65.1,0.8,0.56,5.25,0.08,,,,
B58,,30.5,32,65.2,0.6,0.92,4.7,0,,,,
B58,,32,35.05,63.9,0.8,1,6.3,0.08,,,,
B58,,35.05,37.5,64.3,0.68,1.72,5.05,0,,,,
B58,,37.5,38.1,59.3,2.08,3.84,8.2,0.08,,,,
B58,,38.1,38.4,63,1,2.45,5.9,0.08,,,,
B58,,38.4,41.15,66,0.4,0.6,4.3,0,,,,
B58,,41.15,43.85,65,0.62,1.54,4.49,0.07,,,,
B58,,43.85,47.3,65.7,0.86,1.2,3.59,0,,,,
B58,,47.3,50,64.45,1.03,1.95,4.14,0,,,,
B58,,50,52.45,64.7,0.62,0.74,5.72,0.07,,,,
B58,,52.45,55.47,64.1,0.94,1.91,5.09,0,,,,
B58,,55.47,57.95,64.4,0.68,0.84,6,0.06,,,,
B58,,57.95,61.6,67.1,0.88,0.46,2.4,0,,,,
B58,,61.6,62.85,66.7,0.68,0.74,2.8,0.07,,,,
B58,,62.85,65.55,65.4,0.66,0.6,4.9,0,,,,
B58,,65.55,67.99,63.77,0.96,1.92,5.41,0,,,,
B58,,67.99,70.12,65.3,1,0.42,4.9,0,,,,
B58,,70.12,73.47,64.9,0.97,2.14,4.66,0,,,,
B58,,73.47,76.82,65.1,1,1.12,4.35,0,,,,
B58,,76.82,80.18,64.4,1.08,1.13,5.2,0.07,,,,
B58,,80.18,83.2,63.8,1.12,1.41,5.74,0,,,,
B58,,83.2,85.1,64,1.12,1.42,5.48,0.08,,,,
B58,,85.1,86,62.4,2.02,2.1,6,0,,,,
B58,,86,88.1,64.3,0.84,1.04,5.65,0.06,,,,
B58,,88.1,90.84,65.1,1.22,1.46,3.65,0,,,,
B58,,90.84,93.89,65,1.08,1.39,4.18,0.06,,,,
B58,,93.89,96.35,64.8,1.2,2.46,3.08,0,,,,
B58,,96.35,98.8,65,1.66,1.41,3.4,0.07,,,,
B58,,98.8,101.85,64.9,1.92,0.98,3.75,0,,,,
B58,,101.85,102.2,65,1.74,0.8,4.1,0.07,,,,
B58,,102.2,104.65,64.3,2,1.06,4.5,0,,,,
B58,,104.65,105.85,63.9,1.3,1,5.84,0.07,,,,
B58,,105.85,109.15,64.1,1.34,1.72,4.78,0,,,,
B58,,109.15,111.95,64.2,2.8,1.28,3.6,0,,,,
B58,,111.95,114.98,63,4.2,1.83,3.4,0.07,,,,
B58,,114.98,115.9,61.2,6.08,2.52,3.2,0.07,,,,
B59,,0,1.22,64.1,1.06,3.22,3.66,0.07,,,,
B59,,1.22,4.85,66.1,0.28,1.83,2.97,0,,,,
B59,,4.85,6.7,63.4,2.2,3.14,3.3,0,,,,
B59,,6.7,10.37,66.7,0.7,1.12,2.4,0.09,,,,
B59,,10.37,12.47,64.6,1,1.07,5.2,0.07,,,,
B59,,12.47,15.77,65.5,1.2,1.23,3.5,0,,,,
B59,,15.77,16.99,65,0.6,1.3,4.7,0.07,,,,
B59,,16.99,19.71,66.5,0.64,0.72,3.2,0,,,,
B59,,19.71,22.16,66.8,0.7,0.54,2.9,0.08,,,,
B59,,22.16,23.98,67,0.64,0.37,2.88,0.06,,,,
B59,,23.98,27.03,66,0.86,0.46,4,0,,,,
B59,,27.03,29.8,66.4,0.8,0.25,3.6,0,,,,
B59,,29.8,32.2,66.3,0.8,0.4,3.5,0.06,,,,
B59,,32.2,34.9,66.6,0.3,0.15,4,0,,,,
B59,,34.9,37.6,64.5,0.4,0.84,6.1,0.06,,,,
B59,,37.6,40.02,64.6,0.82,0.67,5.72,0,,,,
B59,,40.02,43.38,65.6,0.68,1,4.16,0.07,,,,
B59,,43.38,46.08,65.3,0.3,1.5,4.3,0.07,,,,
B59,,46.08,48.53,65.6,0.44,0.8,4,0,,,,
B59,,48.53,50.03,65,0.5,1.35,4.7,0,,,,
B59,,50.03,53.06,63.7,1.24,1.17,5.95,0,,,,
B59,,53.06,55.78,63.4,1.6,0.72,6.6,0,,,,
B59,,55.78,59.12,64.09,1.27,2.42,4.11,0.01,,,,
B59,,59.12,61.24,63.81,1.94,1.55,4.66,0,,,,
B59,,61.24,63.95,62.5,2.1,2.83,4.99,0,,,,
B59,,63.95,65.5,62.1,2.48,1.41,6.71,0.07,,,,
B59,,65.5,67.97,64.2,0.86,1.15,5.68,0,,,,
B59,,67.97,69.79,64.4,0.8,0.4,6.4,0.08,,,,
B59,,69.79,71.9,65.2,0.5,0.32,5.6,0,,,,
B59,,71.9,74.34,64.6,0.72,0.65,5.9,0.08,,,,
B59,,74.34,77.38,64.3,0.8,0.85,5.95,0,,,,
B59,,77.38,79.82,65.1,0.9,0.81,4.79,0.06,,,,
B59,,79.82,82.88,63.2,1.12,1.37,6.44,0,,,,
B59,,82.88,85.29,63.2,1.1,0.81,7.3,0.08,,,,
B59,,85.29,87.42,64,1.08,0.62,6.4,0,,,,
B59,,87.42,88.48,63.7,1.46,0.86,6.4,0.06,,,,
B59,,88.48,90.58,63.8,1,0.92,6.45,0,,,,
B59,,90.58,93.3,61.8,4.8,1.03,5.3,0,,,,
B59,,93.3,95.74,59,6.2,0.67,8.4,0.06,,,,
B59,,95.74,97.57,59.5,5.4,0.71,8.4,0,,,,
B59,,97.57,99.07,64.1,1.6,0.56,5.82,0.07,,,,
B59,,99.07,101.47,58.6,6.86,0.72,8.22,0,,,,
B59,,101.47,103.87,61.8,2.3,1.76,6.9,0,,,,
B59,,103.87,105.97,63.25,0.7,1.45,6.95,0.07,,,,
B59,,105.97,107.79,64.2,1.16,0.62,6,0.06,,,,
B59,,107.79,110.84,63.9,1.72,0.66,5.83,0,,,,
B59,,110.84,112.34,62.3,2.6,0.71,7.2,0,,,,
B59,,112.34,113.56,44.5,33,1.35,1.8,0.06,,,,
B60,,0,0.3,59.5,5.5,2.3,7,0,,,,
B60,,0.3,3.05,66.4,0.8,0.9,3.2,0,,,,
B60,,3.05,6.1,65.8,1.55,1.13,3.2,0,,,,
B60,,6.1,9.15,66.08,0.42,0.87,3.96,0,,,,
B60,,9.15,12.2,64.68,0.64,1.3,5.3,0,,,,
B60,,12.2,15.25,63.4,0.79,1.32,6.9,0,,,,
B60,,15.25,17.05,63.8,1.35,1.9,5.3,0,,,,
B60,,17.05,18.55,64.88,0.96,1.4,4.7,0,,,,
B60,,18.55,21.35,66.18,0.8,1.1,3.3,0,,,,
B60,,21.35,24.1,66.18,0.8,1.1,3.3,0,,,,
B60,,24.1,26.2,65.7,0.61,0.79,4.53,0,,,,
B60,,26.2,29.25,65,0.79,0.87,5.24,0,,,,
B60,,29.25,32,64.5,0.86,0.98,5.9,0,,,,
B60,,32,34.45,65.8,1,0.8,4.1,0,,,,
B60,,34.45,35.95,65.8,0.86,1.1,3.9,0,,,,
B60,,35.95,38.1,64.52,1.37,1.57,4.6,0,,,,
B60,,38.1,40.25,64.4,1.02,1.1,5.77,0,,,,
B60,,40.25,43.9,63.8,1.64,1.43,5.67,0,,,,
B60,,43.9,46.05,63.15,2.04,2.03,5.63,0,,,,
B60,,46.05,48.8,58.2,3.14,5.61,7.32,0.07,,,,
B60,,48.8,51.85,61.29,2.28,2.83,6.58,0,,,,
B60,,51.85,54.9,62.6,1.5,1.48,7,0,,,,
B60,,54.9,57.3,63.4,1.2,1.24,6.45,0.08,,,,
B60,,57.3,60.35,63.62,1.86,1.21,5.44,0,,,,
B60,,60.35,62.8,63.2,2.02,1.43,5.67,0,,,,
B60,,62.8,65.55,63.89,1.77,1.35,4.98,0,,,,
B60,,65.55,68.6,64.74,1.76,0.69,4.48,0,,,,
B60,,68.6,71.35,64.4,1.26,0.64,5.65,0.08,,,,
B60,,71.35,74.1,64.13,1.52,2.83,5.34,0,,,,
B60,,74.1,76.5,63.6,3,0.7,4.9,0.07,,,,
B60,,76.5,78.95,62.8,2.52,1.31,5.87,0,,,,
B60,,78.95,80.8,51.4,18.6,2.1,5.2,0.07,,,,
B60,,80.8,81.4,50.5,23.5,0.68,3.3,0,,,,
B61,,0,12.43,57,7,3.6,7.84,0,,,,
B61,,12.43,13.05,58.85,4.13,2.52,9.03,0,,,,
B61,,13.05,17.02,50.2,3.6,14.34,9.3,0.07,,,,
B61,,17.02,17.62,57.52,0.69,5.65,10.57,0.07,,,,
B61,,17.62,18.23,60,0.64,4.81,7.95,0,,,,
B61,,18.23,19.75,62,0.4,5.34,4.7,0.07,,,,
B61,,19.75,27.98,64.6,0.4,2.46,4.2,0,,,,
B61,,27.98,30.44,65.7,0.6,1.93,3,0.07,,,,
B61,,30.44,33.49,65.7,0.6,1.93,3,0.07,,,,
B61,,33.49,36.22,63.6,0.8,2.9,4.7,0.08,,,,
B61,,36.22,38.96,65.8,0.46,2.33,2.6,0,,,,
B61,,38.96,41.7,65.4,0.5,2.5,3,0.08,,,,
B61,,41.7,44.75,65.9,0.42,1.24,3.6,0,,,,
B61,,44.75,47.18,66,0.6,0.7,3.95,0.86,,,,
B61,,47.18,49.62,65.4,0.6,1.43,3.95,0,,,,
B61,,49.62,52.67,64,0.8,2.28,4.75,0.08,,,,
B61,,52.67,55.09,65.9,0.76,1.68,2.85,0,,,,
B61,,55.09,58.14,66.64,0.56,1.37,2.23,0,,,,
B61,,58.14,61.19,65,0.9,1.8,3.8,0.08,,,,
B61,,61.19,62.71,66,0.68,0.86,3.65,0,,,,
B61,,62.71,64.84,63.9,1.6,2.02,4.4,0.08,,,,
B61,,64.84,67.88,64.3,1.34,0.81,5.49,0.07,,,,
B61,,67.88,70.36,64.7,0.62,0.89,5.47,0,,,,
B61,,70.36,72.48,64.6,2.34,1.8,4.51,0.07,,,,
B61,,72.48,74.62,48.7,25.56,1.48,2.92,0,,,,
B61,,74.62,76.45,60.9,7.5,1.22,3.65,0,,,,
B61,,76.45,77.67,55.3,13.12,1.35,5.9,0.08,,,,
B62,,0,0.91,61.6,3.34,3.68,4.19,0.06,,,,
B62,,0.91,3.96,65.2,1.05,1.91,3.28,0,,,,
B62,,3.96,6.09,65.6,0.8,1.5,3.39,0,,,,
B62,,6.09,9.2,64.56,0.56,1.47,4.71,0,,,,
B62,,9.2,12.2,57.12,0.98,2.07,4.72,0,,,,
B62,,12.2,13.7,62.4,1.7,3.07,5.25,0.07,,,,
B62,,13.7,16.75,62.6,0.68,1.98,7.2,0,,,,
B62,,16.75,18.55,63.66,0.81,1.91,5.59,0,,,,
B62,,18.55,21.3,64.7,0.52,2.53,3.92,0.07,,,,
B62,,21.3,25.26,59.8,0.9,4.93,7.86,0,,,,
B62,,25.26,27.7,65.4,0.68,0.4,5.15,0.08,,,,
B62,,27.7,30.75,64.1,0.82,1.68,5.25,0,,,,
B62,,30.75,32.28,63.6,0.94,4.3,3.11,0.07,,,,
B62,,32.28,33.53,64.4,0.42,1.88,5.25,0,,,,
B62,,33.53,34.15,64.5,0.8,2.76,3.5,0,,,,
B62,,34.15,36.55,63.17,1.08,2.08,5.79,0,,,,
B62,,36.55,38.1,62.59,1.06,1.97,6.85,0,,,,
B62,,38.1,39.9,62.23,1.02,2.14,7.16,0,,,,
B62,,39.9,42.7,61.85,1.16,1.39,8.46,0,,,,
B62,,42.7,45.75,64.79,0.86,1.22,4.78,0,,,,
B62,,45.75,46.66,61.6,1.6,2.48,7.2,0.08,,,,
B62,,46.66,48.51,64.8,1.16,1.88,3.85,0,,,,
B62,,48.51,50.33,62.5,1.9,4.48,3.35,0.08,,,,
B62,,50.33,53.05,64.45,1.58,3.49,4.12,0,,,,
B62,,53.05,55.52,60.2,1.1,5.77,6.15,0,,,,
B62,,55.52,57.94,62.7,0.98,2.23,6.39,0,,,,
B62,,57.94,60.36,65.54,0.86,1.6,3.6,0,,,,
B62,,60.36,63.66,65.24,0.98,3.03,2.64,0.01,,,,
B62,,63.66,66.41,64.6,1.02,0.81,5.39,0.07,,,,
B62,,66.41,69.16,63.84,2.02,2.8,3.18,0,,,,
B62,,69.16,71.26,64.47,1.89,1.63,3.8,0,,,,
B62,,71.26,73.42,65,1.07,1.43,4.03,0,,,,
B62,,73.42,76.49,64.9,0.96,0.9,5.05,0.07,,,,
B62,,76.49,79.24,64.2,0.92,1.15,5.62,0.06,,,,
B62,,79.24,81.04,63.62,1.5,2.04,4.87,0,,,,
B62,,81.04,83.45,63.8,0.7,0.35,7.5,0.03,,,,
B62,,83.45,86.18,65,0.74,0.4,5.8,0,,,,
B62,,86.18,88.59,64.5,0.7,0.4,6.4,0,,,,
B62,,88.59,89.81,58.7,9.54,1.05,5.35,0.02,,,,
B62,,89.81,92.83,46.4,24.7,4.7,4.2,0,,,,
B63,,0,2.75,62.7,1.24,1,7.8,0,,,,
B63,,2.75,5.15,62.6,1.38,0.76,8.1,0.07,,,,
B63,,5.15,6.1,58.4,4.2,5.54,5.85,0.08,,,,
B63,,6.1,9.15,61.5,1.72,2.88,6.75,0,,,,
B63,,9.15,10.95,62.7,1.3,1.72,6.7,0.08,,,,
B63,,10.95,14,64,1,0.92,6.1,0,,,,
B63,,14,16.75,62.9,1.14,1.15,7.26,0.07,,,,
B63,,16.75,18.9,63,1.06,1.49,6.86,0,,,,
B63,,18.9,21.35,62.6,1.06,1.7,7.5,0,,,,
B63,,21.35,24.1,62.7,0.88,1.76,7.4,0.07,,,,
B63,,24.1,25.35,63.3,1.2,2.62,4.9,0.07,,,,
B63,,25.35,27.75,63.8,0.86,1.64,5.8,0,,,,
B63,,27.75,31.4,63.44,1.67,1.35,5.95,0,,,,
B63,,31.4,32,45.8,12.2,12.96,8.35,0,,,,
B63,,32,33.85,57.18,3.88,4.58,8.65,0,,,,
B63,,33.85,36.6,60.7,1.24,3.22,7.95,0,,,,
B63,,36.6,39.3,63.1,1.4,0.92,7.1,0,,,,
B63,,39.3,40.85,62.2,1,0.8,9,0.08,,,,
B63,,40.85,43.9,61.6,1.14,1.54,8.75,0.08,,,,
B63,,43.9,46.65,63.7,1.24,0.96,6.3,0,,,,
B63,,46.65,49.7,62.1,1.1,1.44,7.96,0,,,,
B63,,49.7,52.45,63.3,0.94,1.18,6.95,0,,,,
B63,,52.45,55.2,63.8,0.78,1.32,6.25,0,,,,
B63,,55.2,58.25,62.8,0.96,0.94,7.89,0,,,,
B63,,58.25,61.55,63.4,2.58,2.86,3.39,0.07,,,,
B63,,61.55,62.8,64.2,0.88,1.12,5.6,0.07,,,,
B63,,62.8,63.4,64,1.3,2.94,3.45,0,,,,
B63,,63.4,64,63.2,1.18,1.39,6.55,0.08,,,,
B63,,64,64.9,65,1.5,1.42,3.63,0,,,,
B63,,64.9,68.25,64.58,0.99,0.86,5.64,0,,,,
B63,,68.25,71.65,62.65,2.98,1.21,6.09,0,,,,
B63,,71.65,74.7,63.53,1.41,1.25,6.46,0,,,,
B63,,74.7,77.75,62.61,2.53,1.32,6.47,0,,,,
B63,,77.75,79.3,63.59,1.57,0.89,6.48,0,,,,
B63,,79.3,82.35,62.9,2.53,1.2,6.2,0,,,,
B63,,82.35,84.45,64.7,2.15,1.2,3.95,0,,,,
B63,,84.45,86.6,60,7,1.1,6,0,,,,
B63,,86.6,88.45,44.8,27.8,1.24,6.85,0,,,,
B64,,0,1.21,54,8.2,5.8,8.65,0,,,,
B64,,1.21,3.65,64.3,0.6,0.72,6.8,0,,,,
B64,,3.65,6.08,55.2,2,7.8,11,0,,,,
B64,,6.08,9.11,64.4,0.6,0.62,6.6,0,,,,
B64,,9.11,12.2,62.15,1.35,2,7.6,0,,,,
B64,,12.2,14.93,62.76,1.05,2.05,6.9,0,,,,
B64,,14.93,15.54,62.95,0.8,1.85,7.3,0,,,,
B64,,15.54,17.96,62.3,2,2.8,6.05,0,,,,
B64,,17.96,20.98,65.4,0.7,0.85,4.8,0,,,,
B64,,20.98,23.99,63.85,1.15,1.45,6,0,,,,
B64,,23.99,27.36,66.4,0.85,0.45,3.6,0,,,,
B64,,27.36,28.86,66.3,0.68,0.5,3.9,0,,,,
B64,,28.86,31.29,65.85,1.1,0.82,4,0,,,,
B64,,31.29,32.81,65.22,1.55,1.3,3.8,0,,,,
B64,,32.81,35.24,67.6,0.74,0.32,2.3,0,,,,
B64,,35.24,36.78,63.2,1.04,0.6,8,0,,,,
B64,,36.78,37.98,64.7,2.5,1.02,3.8,0,,,,
B64,,37.98,40.11,62.9,2.4,1,6.6,0,,,,
B64,,40.11,40.72,64.5,1.12,1.1,5.35,0,,,,
B64,,40.72,43.77,66.3,1.07,0.5,3.6,0,,,,
B64,,43.77,46.8,65.6,1.08,0.58,4.3,0,,,,
B64,,46.8,48.92,65.6,1,0.55,4.4,0,,,,
B64,,48.92,51.64,65.4,1.2,0.6,4.5,0,,,,
B64,,51.64,54.07,65.9,0.8,0.45,4.35,0,,,,
B64,,54.07,56.19,65.4,0.72,0.65,5,0,,,,
B64,,56.19,58.32,63.84,1.16,0.8,6.5,0,,,,
B64,,58.32,60.89,64.3,0.87,0.65,6.3,0,,,,
B64,,60.89,63.61,65.2,0.85,0.48,5.3,0,,,,
B64,,63.61,66.63,63.8,1.04,0.65,6.9,0,,,,
B64,,66.63,69.68,63.4,1.6,0.9,6.8,0,,,,
B64,,69.68,72.68,64.7,1.02,0.6,5.6,0,,,,
B64,,72.68,75.39,64.5,1.55,0.45,5.65,0,,,,
B64,,75.39,77.49,63.6,1.6,0.7,6.6,0,,,,
B64,,77.49,78.99,65,1.35,0.52,5.1,0,,,,
B64,,78.99,80.19,65,1.25,0.67,5,0,,,,
B64,,80.19,83.24,65,0.78,0.94,4.9,0,,,,
B64,,83.24,84.74,65.4,0.7,0.68,4.7,0.07,,,,
B64,,84.74,87.27,65,0.56,2.14,3.85,0,,,,
B64,,87.27,89.58,64.4,0.62,1.14,5.55,0,,,,
B64,,89.58,92.03,64.1,0.82,0.92,6.1,0.07,,,,
B64,,92.03,92.93,64.2,0.6,1.28,5.75,0,,,,
B64,,92.93,94.43,64.6,0.78,0.78,5.6,0.07,,,,
B64,,94.43,95.95,63,1.1,1.16,7.05,0,,,,
B64,,95.95,97.48,63.4,0.68,1.11,7.05,0.06,,,,
B64,,97.48,99.88,63.2,1.2,1.42,6.7,0,,,,
B65,,0,3.66,52.1,2.7,10.86,10.9,0.07,,,,
B65,,3.66,4.57,56.6,1.3,6.28,10.5,0,,,,
B65,,4.57,6.09,60.5,1.1,1.8,9.78,0,,,,
B65,,6.09,7.6,59.6,2.76,4.73,6.38,0.06,,,,
B65,,7.6,8.85,62.2,1.42,1.13,7.9,0,,,,
B65,,8.85,11.88,59.4,2.94,4.2,7.1,0.06,,,,
B65,,11.88,14.52,57.6,4.28,6.51,5.84,0.06,,,,
B65,,14.52,16.96,57.5,5.22,4.04,7.77,0,,,,
B65,,16.96,18.49,62.1,4.72,2.13,3.75,0,,,,
B65,,18.49,21.23,64.5,2.14,1.74,3.3,0.07,,,,
B65,,21.23,23.67,63.1,3.32,2.1,4,0,,,,
B65,,23.67,25.53,64.5,1.54,1.65,4.3,0.07,,,,
B65,,25.53,28.59,65.7,1.7,0.84,3.05,0,,,,
B65,,28.59,31.33,62.7,5.1,1.3,3.45,0.05,,,,
B65,,31.33,32.58,57.1,14.54,2.12,1.19,0.05,,,,
B65,,32.58,36.55,46,29.76,1.47,2.49,0,,,,
B66,,0,3.05,63.8,1.3,2.3,1,1,,,,
B66,,3.05,6.1,53.5,2.2,10.2,1,5,,,,
B66,,6.1,7.6,55.4,2.3,9,1,5,,,,
B66,,7.6,10.65,52.4,3.1,7.7,2,5,,,,
B66,,10.65,12.2,52.7,2.4,9.8,2,5,,,,
B66,,12.2,14.65,63,1.5,2.2,1,1,,,,
B66,,14.65,17.05,62,1.3,2.3,2,9,,,,
B66,,17.05,18.3,61.7,1.2,2.5,2,9,,,,
B66,,18.3,19.8,62.4,1.3,1.5,1,1,,,,
B66,,19.8,22.55,52.6,3.2,7.3,2,7,,,,
B66,,22.55,25.6,64.4,1.6,2.1,2,3,,,,
B66,,25.6,28.65,65.8,0.56,2.32,2.35,2,,,,
B66,,28.65,29.25,66.5,0.6,1.46,2.35,0.07,,,,
B66,,29.25,30.5,47,2.24,16.98,12.5,0,,,,
B66,,30.5,33.55,65.5,0.56,2.26,2.95,0.07,,,,
B66,,33.55,36.6,66.4,1.2,1.12,2.4,0,,,,
B66,,36.6,39,65.5,0.92,1.59,2,0.06,,,,
B66,,39,40.2,63.6,2.26,2.49,3.8,0,,,,
B66,,40.2,43,67.1,1.2,0.9,1.7,0,,,,
B66,,43,44.5,67.5,0.74,0.84,1.5,0.06,,,,
B66,,44.5,45.11,49.7,11.04,11.68,5.01,0.07,,,,
B66,,45.11,46.02,65.3,1.78,2.64,1.7,0,,,,
B66,,46.02,48.17,49,10.76,12.57,5.4,0.07,,,,
B66,,48.17,50.61,63.8,3.16,3.25,1.7,0,,,,
B66,,50.61,53.66,62.7,3.96,3.6,1.9,0.06,,,,
B66,,53.66,56.71,66,1.66,1.58,2.12,0.06,,,,
B66,,56.71,59.16,66.2,2,1.1,1.92,0,,,,
B66,,59.16,61.6,65.9,1.96,0.96,2.4,0,,,,
B66,,61.6,64.05,65.7,2.96,1.16,1.4,0.06,,,,
B66,,64.05,67.1,66,2.44,1.65,0.92,0.05,,,,
B66,,67.1,70.15,65,1.7,3,2,3,,,,
B66,,70.15,72.55,67,2,1.1,2,3,,,,
B66,,72.55,75,64.3,2.5,3,2,3,,,,
B66,,75,77.75,66.2,1.2,2,2,3,,,,
B66,,77.75,80.8,67.5,1,1.3,2,3,,,,
B66,,80.8,82.95,62,2.5,6.5,2,3,,,,
B66,,82.95,86.3,66.2,1,1.2,2,3,,,,
B66,,86.3,86.9,63,2.3,4.3,2,3,,,,
B67,,0,3.05,60.5,2.2,4.6,2,4,,,,
B67,,3.05,6.1,55.4,2.3,8.6,2,4,,,,
B67,,6.1,8.54,54,3,8.2,2,4,,,,
B67,,8.54,11.28,56,2.6,7,2,4,,,,
B67,,11.28,14.34,56.17,3.44,5.86,2,4,,,,
B67,,14.34,16.78,58.8,2.5,4.3,1,1,,,,
B67,,16.78,19.52,61.26,2.13,2.23,1,1,,,,
B67,,19.52,22.57,59.6,1.3,3.2,2,9,,,,
B67,,22.57,25.61,59.4,1.6,3.2,2,9,,,,
B67,,25.61,28.97,56,3.4,4.5,2,9,,,,
B67,,28.97,31.71,61,1.8,1.8,2,9,,,,
B67,,31.71,34.76,52.4,3.6,8,2,7,,,,
B67,,34.76,37.81,64.9,2.3,2.1,2,3,,,,
B67,,37.81,40.86,62.8,3.1,3.5,2,3,,,,
B67,,40.86,43.91,64,1.6,3.2,2,3,,,,
B67,,43.91,46.66,66.6,1,1.8,2,3,,,,
B67,,46.66,48.78,25.2,25.4,28.2,2,6,,,,
B67,,48.78,51.22,62.1,2.6,4.2,2,3,,,,
B67,,51.22,53.64,65.8,1.2,1.5,2,7,,,,
B67,,53.64,55.98,63.8,3.4,2.1,2,3,,,,
B67,,55.98,59.73,59.3,3.5,5.2,2,9,,,,
B67,,59.73,61.57,66.3,1,1.8,2,3,,,,
B67,,61.57,64.63,56.5,3.6,9.5,2,7,,,,
B67,,64.63,67.03,56,4.2,9.8,2,9,,,,
B67,,67.03,68.88,60.2,2.4,6.2,2,9,,,,
B67,,68.88,74.4,30,27.6,24.7,2,6,,,,
B68,,0,2.74,49.7,3,14.88,10.15,0,,,,
B68,,2.74,5.18,56.73,1.08,8.15,8.76,0,,,,
B68,,5.18,7.62,53.1,2.04,10.65,10.4,0,,,,
B68,,7.62,9.15,53,2.7,9.6,10.5,0.07,,,,
