hole_id,Sample_id,depth_from,depth_to,lcode
B66,,82.95,86.3,0
B66,,86.3,86.9,0
B67,,0,3.05,0
B67,,3.05,6.1,0
B67,,6.1,8.54,0
B67,,8.54,11.28,0
B67,,11.28,14.34,0
B67,,14.34,16.78,0
B67,,16.78,19.52,0
B67,,19.52,22.57,0
B67,,22.57,25.61,0
B67,,25.61,28.97,0
B67,,28.97,31.71,0
B67,,31.71,34.76,0
B67,,34.76,37.81,0
B67,,37.81,40.86,0
B67,,40.86,43.91,0
B67,,43.91,46.66,0
B67,,46.66,48.78,0
B67,,48.78,51.22,0
B67,,51.22,53.64,0
B67,,53.64,55.98,0
B67,,55.98,59.73,0
B67,,59.73,61.57,0
B67,,61.57,64.63,0
B67,,64.63,67.03,0
B67,,67.03,68.88,0
B67,,68.88,74.4,0
B68,,0,2.74,5
B68,,2.74,5.18,5
B68,,5.18,7.62,5
B68,,7.62,9.15,5
B68,,9.15,11.28,5
B68,,11.28,13.4,9
B68,,13.4,14.95,9
B68,,14.95,17.38,9
B68,,17.38,20.73,9
B68,,20.73,24.69,9
B68,,24.69,27.14,9
B68,,27.14,29.57,9
B68,,29.57,31.4,9
B68,,31.4,31.7,9
B68,,31.7,32.31,9
B68,,32.31,34.03,7
B68,,34.03,36.87,2
B68,,36.87,39.32,2
B68,,39.32,45.12,3
B68,,45.12,46.72,6
B68,,46.72,47.92,6
B68,,47.92,50.02,3
B68,,50.02,52.47,3
B68,,52.47,52.87,6
B68,,52.87,56.74,3
B68,,56.74,58.87,3
B68,,58.87,60.39,8
B69,,0,2.13,5
B69,,2.13,6.1,5
B69,,6.1,9.15,5
B69,,9.15,11.58,1
B69,,11.58,14.63,9
B69,,14.63,16.15,9
B69,,16.15,19.21,7
B69,,19.21,23.77,7
B69,,23.77,32.31,6
B69,,32.31,33.53,6
B69,,33.53,34.45,6
B69,,34.45,36.47,7
B69,,36.47,39.02,9
B69,,39.02,41.45,2
B69,,41.45,43.88,10
B69,,43.88,46.32,10
B69,,46.32,49.07,10
B69,,49.07,51.5,8
B70,,0,0.91,4
B70,,0.91,3.05,4
B70,,3.05,4.57,4
B70,,4.57,7.62,4
B70,,7.62,9.45,4
B70,,9.45,12.82,9
B70,,12.82,15.25,9
B70,,15.25,18.31,3
B70,,18.31,20.74,3
B70,,20.74,22.88,3
B70,,22.88,25.93,3
B70,,25.93,27.45,3
B70,,27.45,29.28,3
B70,,29.28,31.7,3
B70,,31.7,33.53,3
B70,,33.53,34.44,8
B71,,0,1.83,3
B71,,1.83,3.05,2
B71,,3.05,4.57,2
B71,,4.57,6.71,2
B71,,6.71,9.15,1
B71,,9.15,11.59,1
B71,,11.59,14.32,1
B71,,14.32,15.24,2
B71,,15.24,15.85,2
B71,,15.85,17.38,2
B71,,17.38,17.98,2
B71,,17.98,18.6,2
B71,,18.6,21.34,1
B71,,21.34,24.08,1
B71,,24.08,24.69,2
B71,,24.69,27.13,2
B71,,27.13,28.04,2
B71,,28.04,29.86,1
B71,,29.86,31.08,1
B71,,31.08,31.38,3
B71,,31.38,32.91,2
B71,,32.91,35.36,2
